Declaration_Number,Import_Date,Importer_ID,Broker_ID,Transport_Mode,Origin_Country,Port_of_Entry,Clearance_Port,Invoice_No,Invoice_Details,Item_Number,HS_Code,Stat_Code,Product_Code,Brand,Model_No,Product_Year,Cleaned_Description,Quantity,Net_Weight_KG,Gross_Weight_KG,Declared_Currency_Code,Unit_Price_Foreign_CIF,Invoice_Amount_Foreign,Exchange_Rate,Unit_Price_THB_CIF,Invoice_Amount_THB,Privilege_Code,Incentive_Scheme,Duty_Paid_THB,VAT_Paid_THB,Other_Taxes_THB,External_Benchmark_Price_THB,Is_Related_Party,Is_Anomaly_Confirmed,PRAISE_Alert_Ref_No,Recovered_Tax_THB,Review_Officer_ID,Review_Timestamp
DEC25011116819,2025-01-11,IMP-001,BROK-049,Air,JP,SUV,BKK,INV-43053,Standard Import,1,19059030,0,PROD-155,BrandX,M-22,2021,Cake,22.0,156.59,177.33,USD,169.78,3735.16,32.88,5582.37,122812.06,999,,36843.62,11175.9,0.0,5000.0,1,False,REF-33002,0.0,OFFICER-45,2024-12-15
DEC25052088010,2025-05-20,IMP-006,BROK-026,Sea,DE,SUV,SUV,INV-42434,Standard Import,1,64039990,0,PROD-500,BrandX,M-96,2025,Footwear,31.0,40.84,47.01,USD,843.3,26142.3,32.88,27727.7,859558.82,999,,257867.65,78219.85,0.0,28050.0,0,False,REF-94645,0.0,OFFICER-12,2024-12-04
DEC25082990010,2025-08-29,IMP-006,BROK-033,Sea,CN,LCP,BKK,INV-25147,Standard Import,1,64039990,0,PROD-916,BrandX,M-98,2023,Footwear,40.0,219.25,235.95,USD,855.62,34224.8,32.88,28132.79,1125311.42,999,,337593.43,102403.34,0.0,28050.0,0,False,REF-87435,0.0,OFFICER-27,2024-12-19
DEC23100212498,2023-10-02,IMP-001,BROK-010,Land,JP,LCP,SUV,INV-11577,Standard Import,1,19059030,0,PROD-170,BrandX,M-56,2022,Cake,18.0,85.53,100.43,USD,124.49,2240.82,35.07,4365.86,78585.56,999,,23575.67,7151.29,0.0,5000.0,0,False,REF-55208,0.0,OFFICER-11,2024-12-11
DEC25060241658,2025-06-02,IMP-003,BROK-026,Air,US,BKK,BKK,INV-15064,Standard Import,1,33030000,0,PROD-861,BrandX,M-64,2024,Perfumes,89.0,167.04,182.41,USD,2087.88,185821.32,32.88,68649.49,6109805.0,0,,1832941.5,555992.26,0.0,105400.0,1,False,REF-40372,0.0,OFFICER-19,2024-12-18
DEC23032020374,2023-03-20,IMP-002,BROK-041,Land,DE,BKK,BKK,INV-25367,Standard Import,1,22083090,0,PROD-324,BrandX,M-76,2024,Whisky,8.0,43.01,47.06,USD,283.95,2271.6,35.07,9958.13,79665.01,999,,47799.01,8922.48,0.0,80000.0,1,True,REF-88383,35171.3,OFFICER-14,2024-12-14
DEC23060411402,2023-06-04,IMP-001,BROK-038,Sea,JP,SUV,SUV,INV-14436,Standard Import,1,19059030,0,PROD-430,BrandX,M-99,2021,Cake,29.0,247.49,283.78,USD,170.41,4941.89,35.07,5976.28,173312.08,999,,51993.62,15771.4,0.0,5000.0,0,True,REF-12990,33185.29,OFFICER-12,2024-12-09
DEC25100968648,2025-10-09,IMP-005,BROK-016,Air,CN,LCP,SUV,INV-15997,Standard Import,1,62044290,0,PROD-771,BrandX,M-10,2021,Women Dresses,33.0,200.88,223.48,USD,1185.99,39137.67,32.88,38995.35,1286846.59,999,,386053.98,117103.04,0.0,44200.0,0,False,REF-24852,0.0,OFFICER-49,2024-12-09
DEC23030626728,2023-03-06,IMP-003,BROK-033,Air,JP,SUV,BKK,INV-19790,Standard Import,1,33030000,0,PROD-488,BrandX,M-96,2024,Perfumes,28.0,63.92,73.71,USD,3003.57,84099.96,35.07,105335.2,2949385.6,999,,884815.68,268394.09,0.0,105400.0,0,True,REF-35257,501754.68,OFFICER-33,2024-12-15
DEC23072574711,2023-07-25,IMP-006,BROK-018,Sea,US,BKK,SUV,INV-68869,Standard Import,1,64039990,0,PROD-272,BrandX,M-90,2023,Footwear,29.0,129.63,138.23,USD,842.05,24419.45,35.07,29530.69,856390.11,0,,256917.03,77931.5,0.0,28050.0,0,False,REF-78267,0.0,OFFICER-10,2024-12-15
DEC25060488312,2025-06-04,IMP-006,BROK-032,Air,CN,BKK,BKK,INV-71257,Standard Import,1,64039990,0,PROD-144,BrandX,M-77,2022,Footwear,20.0,110.81,119.2,USD,823.68,16473.6,32.88,27082.6,541651.97,0,,162495.59,49290.33,0.0,28050.0,0,False,REF-81275,0.0,OFFICER-30,2024-12-22
DEC25031886828,2025-03-18,IMP-006,BROK-020,Sea,CN,SUV,BKK,INV-39741,Standard Import,1,64039990,0,PROD-158,BrandX,M-92,2023,Footwear,70.0,478.75,538.97,USD,818.59,57301.3,32.88,26915.24,1884066.74,0,,565220.02,171450.07,0.0,28050.0,0,False,REF-59297,0.0,OFFICER-10,2024-12-25
DEC23010525587,2023-01-05,IMP-003,BROK-012,Sea,CN,LCP,SUV,INV-13982,Standard Import,1,33030000,0,PROD-778,BrandX,M-53,2024,Perfumes,51.0,238.97,282.92,USD,3246.76,165584.76,35.07,113863.87,5807057.53,0,,1742117.26,528442.24,0.0,105400.0,1,False,REF-94148,0.0,OFFICER-12,2024-12-08
DEC25070718392,2025-07-07,IMP-001,BROK-036,Sea,JP,BKK,SUV,INV-39356,Standard Import,1,19059030,0,PROD-813,BrandX,M-94,2024,Cake,92.0,533.15,584.95,USD,171.23,15753.16,32.88,5630.04,517963.9,999,,155389.17,47134.71,0.0,5000.0,0,False,REF-59185,0.0,OFFICER-39,2024-12-25
DEC23120853340,2023-12-08,IMP-005,BROK-017,Sea,US,SUV,BKK,INV-56714,Standard Import,1,62044290,0,PROD-726,BrandX,M-13,2021,Women Dresses,40.0,192.91,220.94,USD,1404.2,56168.0,35.07,49245.29,1969811.76,0,,590943.53,179252.87,0.0,44200.0,0,False,REF-16529,0.0,OFFICER-49,2024-12-05
DEC25081667360,2025-08-16,IMP-005,BROK-022,Sea,JP,LCP,BKK,INV-22407,Standard Import,1,62044290,0,PROD-103,BrandX,M-25,2021,Women Dresses,33.0,224.26,251.96,USD,1207.46,39846.18,32.88,39701.28,1310142.4,0,,393042.72,119222.96,0.0,44200.0,0,False,REF-12336,0.0,OFFICER-34,2024-12-18
DEC250317106023,2025-03-17,IMP-008,BROK-019,Air,DE,LCP,SUV,INV-32069,Standard Import,1,87089360,0,PROD-351,BrandX,M-33,2025,Clutches,53.0,182.51,217.47,USD,3178.06,168437.18,32.88,104494.61,5538214.48,999,,1661464.34,503977.52,0.0,100000.0,1,False,REF-61664,0.0,OFFICER-24,2024-12-26
DEC241116104356,2024-11-16,IMP-008,BROK-050,Sea,CN,BKK,SUV,INV-64588,Standard Import,1,87089360,0,PROD-652,BrandX,M-78,2021,Clutches,81.0,350.77,379.22,USD,3405.39,275836.59,31.98,108904.37,8821254.15,999,,2646376.25,802734.13,0.0,100000.0,0,False,REF-66566,0.0,OFFICER-25,2024-12-31
DEC25051717914,2025-05-17,IMP-001,BROK-040,Sea,JP,SUV,BKK,INV-64920,Standard Import,1,19059030,0,PROD-372,BrandX,M-17,2025,Cake,36.0,217.68,236.99,USD,169.3,6094.8,32.88,5566.58,200397.02,0,,60119.11,18236.13,0.0,5000.0,0,False,REF-63867,0.0,OFFICER-23,2024-12-22
DEC25101568773,2025-10-15,IMP-005,BROK-031,Air,CN,BKK,BKK,INV-68786,Standard Import,1,62044290,0,PROD-217,BrandX,M-60,2025,Women Dresses,54.0,449.29,531.92,USD,1216.06,65667.24,32.88,39984.05,2159138.85,0,,647741.66,196481.64,0.0,44200.0,1,False,REF-70769,0.0,OFFICER-16,2024-12-10
DEC24111361104,2024-11-13,IMP-005,BROK-026,Land,CN,LCP,LCP,INV-80436,Standard Import,1,62044290,0,PROD-275,BrandX,M-40,2023,Women Dresses,31.0,67.14,74.32,USD,1329.29,41207.99,31.98,42510.69,1317831.52,999,,395349.46,119922.67,0.0,44200.0,0,False,REF-35959,0.0,OFFICER-40,2024-12-28
DEC24071115103,2024-07-11,IMP-001,BROK-030,Air,JP,LCP,BKK,INV-39871,Standard Import,1,19059030,0,PROD-894,BrandX,M-28,2025,Cake,11.0,85.87,98.95,USD,169.24,1861.64,31.98,5412.3,59535.25,999,,17860.58,5417.71,0.0,5000.0,1,False,REF-17652,0.0,OFFICER-17,2024-12-03
DEC24011178159,2024-01-11,IMP-006,BROK-021,Air,CN,LCP,BKK,INV-61278,Standard Import,1,64039990,0,PROD-766,BrandX,M-45,2022,Footwear,34.0,222.66,261.59,USD,839.91,28556.94,31.98,26860.32,913250.94,0,,273975.28,83105.84,0.0,28050.0,0,False,REF-13133,0.0,OFFICER-16,2024-12-24
DEC24042380270,2024-04-23,IMP-006,BROK-027,Sea,CN,LCP,BKK,INV-15719,Standard Import,1,64039990,0,PROD-873,BrandX,M-80,2021,Footwear,47.0,163.31,176.6,USD,824.93,38771.71,31.98,26381.26,1239919.29,0,,371975.79,112832.66,0.0,28050.0,0,False,REF-93488,0.0,OFFICER-19,2024-12-20
DEC24120684684,2024-12-06,IMP-006,BROK-020,Sea,CN,LCP,SUV,INV-47585,Standard Import,1,64039990,0,PROD-148,BrandX,M-73,2022,Footwear,52.0,314.55,364.08,USD,843.32,43852.64,31.98,26969.37,1402407.43,0,,420722.23,127619.08,0.0,28050.0,0,False,REF-37377,0.0,OFFICER-44,2024-12-26
DEC25031023996,2025-03-10,IMP-002,BROK-013,Sea,DE,LCP,SUV,INV-23966,Standard Import,1,22083090,0,PROD-366,BrandX,M-16,2021,Whisky,36.0,155.97,180.11,USD,2371.88,85387.68,32.88,77987.41,2807546.92,0,,1684528.15,314445.25,0.0,80000.0,0,True,REF-12946,902045.97,OFFICER-25,2024-12-13
DEC25030163569,2025-03-01,IMP-005,BROK-035,Sea,CN,BKK,BKK,INV-49299,Standard Import,1,62044290,0,PROD-617,BrandX,M-57,2023,Women Dresses,66.0,488.56,513.5,USD,1212.23,80007.18,32.88,39858.12,2630636.08,0,,789190.82,239387.88,0.0,44200.0,0,False,REF-11306,0.0,OFFICER-31,2024-12-12
DEC24122762138,2024-12-27,IMP-005,BROK-012,Sea,JP,LCP,SUV,INV-47836,Standard Import,1,62044290,0,PROD-994,BrandX,M-88,2024,Women Dresses,40.0,55.28,65.42,USD,1186.89,47475.6,31.98,37956.74,1518269.69,999,,455480.91,138162.54,0.0,44200.0,1,False,REF-85963,0.0,OFFICER-37,2024-12-04
DEC23050648421,2023-05-06,IMP-005,BROK-035,Sea,CN,LCP,BKK,INV-94890,Standard Import,1,62044290,0,PROD-127,BrandX,M-59,2025,Women Dresses,88.0,576.3,617.24,USD,1393.16,122598.08,35.07,48858.12,4299514.67,0,,1289854.4,391255.83,0.0,44200.0,0,False,REF-40615,0.0,OFFICER-49,2024-12-03
DEC24081982578,2024-08-19,IMP-006,BROK-028,Air,CN,SUV,SUV,INV-26479,Standard Import,1,64039990,0,PROD-492,BrandX,M-85,2025,Footwear,39.0,343.49,387.61,USD,819.06,31943.34,31.98,26193.54,1021548.01,999,,306464.4,92960.87,0.0,28050.0,1,False,REF-52897,0.0,OFFICER-13,2024-12-14
DEC25092468302,2025-09-24,IMP-005,BROK-008,Land,CN,SUV,BKK,INV-79392,Standard Import,1,62044290,0,PROD-809,BrandX,M-45,2025,Women Dresses,82.0,580.06,657.8,USD,1224.95,100445.9,32.88,40276.36,3302661.19,0,,990798.36,300542.17,0.0,44200.0,0,False,REF-45299,0.0,OFFICER-43,2024-12-22
DEC24071022779,2024-07-10,IMP-002,BROK-042,Air,JP,LCP,BKK,INV-53481,Standard Import,1,22083090,0,PROD-277,BrandX,M-29,2023,Whisky,22.0,127.06,148.46,USD,658.98,14497.56,31.98,21074.18,463631.97,999,,278179.18,51926.78,0.0,80000.0,1,False,REF-86959,0.0,OFFICER-23,2024-12-14
DEC24010713389,2024-01-07,IMP-001,BROK-038,Air,JP,SUV,LCP,INV-84168,Standard Import,1,19059030,0,PROD-637,BrandX,M-71,2022,Cake,86.0,816.69,958.45,USD,145.12,12480.32,31.98,4640.94,399120.63,999,,119736.19,36319.98,0.0,5000.0,0,False,REF-75115,0.0,OFFICER-41,2024-12-24
DEC24090936828,2024-09-09,IMP-003,BROK-044,Land,DE,SUV,LCP,INV-47549,Standard Import,1,33030000,0,PROD-700,BrandX,M-20,2025,Perfumes,24.0,92.42,103.46,USD,3062.64,73503.36,31.98,97943.23,2350637.45,0,,705191.23,213908.01,0.0,105400.0,1,False,REF-41160,0.0,OFFICER-38,2024-12-13
DEC25090624895,2025-09-06,IMP-002,BROK-044,Air,US,LCP,LCP,INV-31222,Standard Import,1,22083090,0,PROD-186,BrandX,M-21,2025,Whisky,2.0,4.23,4.57,USD,857.66,1715.32,32.88,28199.86,56399.72,999,,33839.83,6316.77,0.0,80000.0,0,False,REF-96631,0.0,OFFICER-32,2024-12-17
DEC250711107649,2025-07-11,IMP-008,BROK-023,Air,CN,BKK,BKK,INV-79622,Standard Import,1,87089360,0,PROD-632,BrandX,M-71,2023,Clutches,33.0,256.82,297.17,USD,2645.0,87285.0,32.88,86967.6,2869930.8,0,,860979.24,261163.7,0.0,100000.0,1,False,REF-27243,0.0,OFFICER-47,2024-12-12
DEC24032355763,2024-03-23,IMP-005,BROK-039,Sea,CN,BKK,BKK,INV-25915,Standard Import,1,62044290,0,PROD-111,BrandX,M-14,2024,Women Dresses,53.0,318.45,353.53,USD,1345.8,71327.4,31.98,43038.68,2281050.25,999,,684315.07,207575.57,0.0,44200.0,1,False,REF-12816,0.0,OFFICER-49,2024-12-12
DEC23072150131,2023-07-21,IMP-005,BROK-005,Sea,CN,LCP,LCP,INV-70877,Standard Import,1,62044290,0,PROD-567,BrandX,M-41,2024,Women Dresses,99.0,281.64,312.35,USD,1427.68,141340.32,35.07,50068.74,4956805.02,999,,1487041.51,451069.26,0.0,44200.0,0,False,REF-74518,0.0,OFFICER-16,2024-12-20
DEC23040327268,2023-04-03,IMP-003,BROK-006,Air,DE,BKK,LCP,INV-89198,Standard Import,1,33030000,0,PROD-163,BrandX,M-25,2025,Perfumes,64.0,397.02,470.76,USD,3212.61,205607.04,35.07,112666.23,7210638.89,999,,2163191.67,656168.14,0.0,105400.0,1,False,REF-42780,0.0,OFFICER-27,2024-12-12
DEC25110519473,2025-11-05,IMP-001,BROK-023,Air,US,BKK,BKK,INV-32063,Standard Import,1,19059030,0,PROD-183,BrandX,M-86,2021,Cake,30.0,284.11,331.48,USD,128.59,3857.7,32.88,4228.04,126841.18,999,,38052.35,11542.55,0.0,5000.0,0,False,REF-89901,0.0,OFFICER-49,2024-12-14
DEC23032272162,2023-03-22,IMP-006,BROK-040,Air,DE,BKK,LCP,INV-37881,Standard Import,1,64039990,0,PROD-881,BrandX,M-61,2021,Footwear,13.0,73.31,87.9,USD,841.27,10936.51,35.07,29503.34,383543.41,999,,115063.02,34902.45,0.0,28050.0,1,False,REF-43206,0.0,OFFICER-34,2024-12-25
DEC25042741039,2025-04-27,IMP-003,BROK-034,Sea,DE,SUV,BKK,INV-82773,Standard Import,1,33030000,0,PROD-262,BrandX,M-53,2025,Perfumes,79.0,81.49,87.93,USD,3167.8,250256.2,32.88,104157.26,8228423.86,999,,2468527.16,748786.57,0.0,105400.0,1,True,REF-18980,2733439.32,OFFICER-17,2024-12-04
DEC25021363228,2025-02-13,IMP-005,BROK-048,Sea,CN,SUV,LCP,INV-62098,Standard Import,1,62044290,0,PROD-164,BrandX,M-13,2024,Women Dresses,25.0,90.79,102.33,USD,1201.14,30028.5,32.88,39493.48,987337.08,999,,296201.12,89847.67,0.0,44200.0,1,False,REF-13581,0.0,OFFICER-30,2024-12-29
DEC24092659949,2024-09-26,IMP-005,BROK-039,Sea,CN,SUV,SUV,INV-33279,Standard Import,1,62044290,0,PROD-694,BrandX,M-65,2023,Women Dresses,32.0,242.36,279.72,USD,1340.14,42884.48,31.98,42857.68,1371445.67,0,,411433.7,124801.56,0.0,44200.0,1,True,REF-85388,170183.42,OFFICER-11,2024-12-19
DEC24090882964,2024-09-08,IMP-006,BROK-016,Sea,DE,LCP,LCP,INV-61361,Standard Import,1,64039990,0,PROD-970,BrandX,M-84,2022,Footwear,3.0,18.48,20.89,USD,842.19,2526.57,31.98,26933.24,80799.71,999,,24239.91,7352.77,0.0,28050.0,0,False,REF-12480,0.0,OFFICER-49,2024-12-21
DEC25021817165,2025-02-18,IMP-001,BROK-025,Sea,JP,BKK,SUV,INV-31443,Standard Import,1,19059030,0,PROD-587,BrandX,M-99,2022,Cake,25.0,67.78,80.24,USD,127.67,3191.75,32.88,4197.79,104944.74,0,,31483.42,9549.97,0.0,5000.0,0,True,REF-28851,35114.92,OFFICER-49,2024-12-12
DEC250625107433,2025-06-25,IMP-008,BROK-031,Sea,CN,SUV,BKK,INV-15308,Standard Import,1,87089360,0,PROD-329,BrandX,M-60,2023,Clutches,17.0,132.51,140.26,USD,2942.28,50018.76,32.88,96742.17,1644616.83,999,,493385.05,149660.13,0.0,100000.0,1,False,REF-22867,0.0,OFFICER-11,2024-12-04
DEC25112469679,2025-11-24,IMP-005,BROK-030,Air,CN,BKK,SUV,INV-48532,Standard Import,1,62044290,0,PROD-115,BrandX,M-91,2022,Women Dresses,80.0,649.4,764.03,USD,1182.79,94623.2,32.88,38890.14,3111210.82,0,,933363.25,283120.18,0.0,44200.0,0,False,REF-17569,0.0,OFFICER-10,2024-12-25
DEC24051714616,2024-05-17,IMP-001,BROK-027,Air,CN,LCP,LCP,INV-29354,Standard Import,1,19059030,0,PROD-591,BrandX,M-10,2024,Cake,95.0,141.5,161.91,USD,185.22,17595.9,31.98,5923.34,562716.88,0,,168815.06,51207.24,0.0,5000.0,0,False,REF-50832,0.0,OFFICER-17,2024-12-26
DEC23082750995,2023-08-27,IMP-005,BROK-014,Sea,CN,BKK,SUV,INV-37053,Standard Import,1,62044290,0,PROD-625,BrandX,M-12,2025,Women Dresses,93.0,298.45,342.04,USD,1384.24,128734.32,35.07,48545.3,4514712.6,999,,1354413.78,410838.85,0.0,44200.0,0,False,REF-48759,0.0,OFFICER-39,2024-12-24
DEC23091575763,2023-09-15,IMP-006,BROK-036,Air,CN,BKK,LCP,INV-48347,Standard Import,1,64039990,0,PROD-385,BrandX,M-96,2021,Footwear,9.0,82.95,91.64,USD,830.39,7473.51,35.07,29121.78,262096.0,0,,78628.8,23850.74,0.0,28050.0,1,False,REF-82516,0.0,OFFICER-30,2024-12-14
DEC25061788564,2025-06-17,IMP-006,BROK-005,Air,CN,SUV,LCP,INV-86167,Standard Import,1,64039990,0,PROD-417,BrandX,M-73,2022,Footwear,43.0,400.91,453.08,USD,822.37,35361.91,32.88,27039.53,1162699.6,0,,348809.88,105805.66,0.0,28050.0,1,True,REF-57304,153377.23,OFFICER-26,2024-12-19
DEC23060549060,2023-06-05,IMP-005,BROK-001,Land,CN,BKK,SUV,INV-50247,Standard Import,1,62044290,0,PROD-230,BrandX,M-89,2022,Women Dresses,89.0,608.75,678.14,USD,1392.08,123895.12,35.07,48820.25,4345001.86,999,,1303500.56,395395.17,0.0,44200.0,1,True,REF-31683,1406941.64,OFFICER-22,2024-12-15
DEC25121725430,2025-12-17,IMP-002,BROK-015,Air,JP,SUV,BKK,INV-24959,Standard Import,1,22083090,0,PROD-721,BrandX,M-41,2024,Whisky,38.0,194.0,205.54,USD,1268.76,48212.88,32.88,41716.83,1585239.49,999,,951143.69,177546.82,0.0,80000.0,1,True,REF-98815,348247.18,OFFICER-45,2024-12-12
DEC23120899728,2023-12-08,IMP-008,BROK-019,Sea,CN,SUV,BKK,INV-98720,Standard Import,1,87089360,0,PROD-765,BrandX,M-59,2021,Clutches,68.0,114.48,127.88,USD,3739.52,254287.36,35.07,131144.97,8917857.72,999,,2675357.32,811525.05,0.0,100000.0,1,False,REF-76345,0.0,OFFICER-42,2024-12-15
DEC25071342379,2025-07-13,IMP-003,BROK-047,Air,DE,BKK,BKK,INV-81043,Standard Import,1,33030000,0,PROD-864,BrandX,M-51,2022,Perfumes,29.0,116.43,135.04,USD,2410.22,69896.38,32.88,79248.03,2298192.97,0,,689457.89,209135.56,0.0,105400.0,1,True,REF-91879,975896.01,OFFICER-28,2024-12-08
DEC25112425327,2025-11-24,IMP-002,BROK-049,Air,JP,BKK,SUV,INV-33205,Standard Import,1,22083090,0,PROD-489,BrandX,M-57,2021,Whisky,31.0,277.88,325.65,USD,1566.8,48570.8,32.88,51516.38,1597007.9,999,,958204.74,178864.88,0.0,80000.0,1,False,REF-58464,0.0,OFFICER-19,2024-12-17
DEC25121892227,2025-12-18,IMP-006,BROK-022,Land,JP,BKK,LCP,INV-30529,Standard Import,1,64039990,0,PROD-328,BrandX,M-62,2022,Footwear,66.0,599.26,644.74,USD,813.94,53720.04,32.88,26762.35,1766314.92,0,,529894.48,160734.66,0.0,28050.0,0,False,REF-88391,0.0,OFFICER-47,2024-12-06
DEC25082667602,2025-08-26,IMP-005,BROK-025,Sea,CN,BKK,SUV,INV-31169,Standard Import,1,62044290,0,PROD-418,BrandX,M-96,2023,Women Dresses,89.0,419.35,480.56,USD,1181.62,105164.18,32.88,38851.67,3457798.24,999,,1037339.47,314659.64,0.0,44200.0,1,True,REF-16241,1373716.02,OFFICER-11,2024-12-15
DEC23072374679,2023-07-23,IMP-006,BROK-031,Sea,DE,SUV,SUV,INV-22725,Standard Import,1,64039990,0,PROD-986,BrandX,M-97,2022,Footwear,4.0,39.67,46.04,USD,840.99,3363.96,35.07,29493.52,117974.08,999,,35392.22,10735.64,0.0,28050.0,0,False,REF-97571,0.0,OFFICER-12,2024-12-03
DEC24021332948,2024-02-13,IMP-003,BROK-028,Sea,DE,SUV,BKK,INV-34951,Standard Import,1,33030000,0,PROD-894,BrandX,M-21,2021,Perfumes,72.0,273.94,288.04,USD,3187.12,229472.64,31.98,101924.1,7338535.03,999,,2201560.51,667806.69,0.0,105400.0,1,False,REF-28881,0.0,OFFICER-37,2024-12-09
DEC25080567091,2025-08-05,IMP-005,BROK-022,Land,CN,BKK,BKK,INV-64896,Standard Import,1,62044290,0,PROD-391,BrandX,M-36,2025,Women Dresses,30.0,286.03,310.7,USD,1185.54,35566.2,32.88,38980.56,1169416.66,0,,350825.0,106416.92,0.0,44200.0,0,False,REF-54441,0.0,OFFICER-26,2024-12-08
DEC25122992472,2025-12-29,IMP-006,BROK-050,Sea,US,SUV,BKK,INV-82295,Standard Import,1,64039990,0,PROD-859,BrandX,M-57,2023,Footwear,75.0,445.22,514.78,USD,820.55,61541.25,32.88,26979.68,2023476.3,0,,607042.89,184136.34,0.0,28050.0,0,False,REF-73305,0.0,OFFICER-37,2024-12-09
DEC24013178573,2024-01-31,IMP-006,BROK-011,Sea,CN,LCP,BKK,INV-63700,Standard Import,1,64039990,0,PROD-892,BrandX,M-53,2023,Footwear,59.0,126.1,138.99,USD,855.34,50465.06,31.98,27353.77,1613872.62,999,,484161.79,146862.41,0.0,28050.0,0,False,REF-91279,0.0,OFFICER-15,2024-12-08
DEC25021339729,2025-02-13,IMP-003,BROK-001,Air,US,SUV,LCP,INV-33519,Standard Import,1,33030000,0,PROD-155,BrandX,M-11,2023,Perfumes,30.0,142.62,154.45,USD,3044.74,91342.2,32.88,100111.05,3003331.54,0,,900999.46,273303.17,0.0,105400.0,1,False,REF-91818,0.0,OFFICER-43,2024-12-20
DEC23030747031,2023-03-07,IMP-005,BROK-040,Sea,DE,LCP,BKK,INV-47631,Standard Import,1,62044290,0,PROD-522,BrandX,M-26,2025,Women Dresses,84.0,266.45,303.76,USD,1413.91,118768.44,35.07,49585.82,4165209.19,999,,1249562.76,379034.04,0.0,44200.0,0,False,REF-80454,0.0,OFFICER-26,2024-12-06
DEC25022586329,2025-02-25,IMP-006,BROK-025,Air,CN,SUV,SUV,INV-48745,Standard Import,1,64039990,0,PROD-290,BrandX,M-78,2021,Footwear,9.0,54.6,63.08,USD,843.64,7592.76,32.88,27738.88,249649.95,0,,74894.99,22718.15,0.0,28050.0,1,False,REF-28338,0.0,OFFICER-32,2024-12-03
DEC24080458793,2024-08-04,IMP-005,BROK-041,Sea,CN,BKK,BKK,INV-85444,Standard Import,1,62044290,0,PROD-682,BrandX,M-23,2025,Women Dresses,62.0,335.45,357.68,USD,1299.59,80574.58,31.98,41560.89,2576775.07,0,,773032.52,234486.53,0.0,44200.0,0,False,REF-66380,0.0,OFFICER-41,2024-12-21
DEC23101151941,2023-10-11,IMP-005,BROK-013,Sea,CN,LCP,SUV,INV-15753,Standard Import,1,62044290,0,PROD-261,BrandX,M-10,2022,Women Dresses,56.0,298.02,325.73,USD,1414.37,79204.72,35.07,49601.96,2777709.53,999,,833312.86,252771.57,0.0,44200.0,0,False,REF-81292,0.0,OFFICER-45,2024-12-12
DEC24081536351,2024-08-15,IMP-003,BROK-050,Sea,US,BKK,LCP,INV-35458,Standard Import,1,33030000,0,PROD-403,BrandX,M-75,2023,Perfumes,84.0,127.93,134.77,USD,3107.63,261040.92,31.98,99382.01,8348088.62,999,,2504426.59,759676.06,0.0,105400.0,1,False,REF-19552,0.0,OFFICER-17,2024-12-11
DEC23072697826,2023-07-26,IMP-008,BROK-043,Sea,DE,SUV,BKK,INV-46527,Standard Import,1,87089360,0,PROD-740,BrandX,M-54,2025,Clutches,28.0,39.7,45.49,USD,4158.51,116438.28,35.07,145838.95,4083490.48,999,,1225047.14,371597.63,0.0,100000.0,1,False,REF-61466,0.0,OFFICER-29,2024-12-28
DEC24112961481,2024-11-29,IMP-005,BROK-018,Land,CN,BKK,SUV,INV-70615,Standard Import,1,62044290,0,PROD-362,BrandX,M-87,2022,Women Dresses,51.0,97.63,112.19,USD,1335.29,68099.79,31.98,42702.57,2177831.28,0,,653349.38,198182.65,0.0,44200.0,0,False,REF-32918,0.0,OFFICER-11,2024-12-18
DEC24081136268,2024-08-11,IMP-003,BROK-023,Air,DE,LCP,LCP,INV-65387,Standard Import,1,33030000,0,PROD-190,BrandX,M-54,2021,Perfumes,2.0,10.62,12.1,USD,3211.65,6423.3,31.98,102708.57,205417.13,0,,61625.14,18692.96,0.0,105400.0,1,False,REF-41839,0.0,OFFICER-30,2024-12-17
DEC24042780351,2024-04-27,IMP-006,BROK-015,Air,CN,LCP,BKK,INV-29707,Standard Import,1,64039990,0,PROD-129,BrandX,M-18,2025,Footwear,68.0,317.85,346.77,USD,812.27,55234.36,31.98,25976.39,1766394.83,999,,529918.45,160741.93,0.0,28050.0,1,False,REF-38147,0.0,OFFICER-38,2024-12-10
DEC24112038147,2024-11-20,IMP-003,BROK-047,Sea,US,SUV,BKK,INV-30971,Standard Import,1,33030000,0,PROD-781,BrandX,M-73,2022,Perfumes,18.0,171.75,202.29,USD,2269.11,40843.98,31.98,72566.14,1306190.48,0,,391857.14,118863.33,0.0,105400.0,1,True,REF-10416,240937.4,OFFICER-44,2024-12-20
DEC25040464334,2025-04-04,IMP-005,BROK-007,Sea,DE,BKK,BKK,INV-30556,Standard Import,1,62044290,0,PROD-332,BrandX,M-10,2025,Women Dresses,13.0,72.76,83.1,USD,1236.62,16076.06,32.88,40660.07,528580.85,0,,158574.25,48100.86,0.0,44200.0,0,False,REF-41689,0.0,OFFICER-41,2024-12-08
DEC24070293771,2024-07-02,IMP-007,BROK-037,Sea,DE,BKK,BKK,INV-93782,Standard Import,1,87032324,0,PROD-941,BrandX,M-43,2022,Passenger Cars,1.0,2.88,3.19,USD,57962.83,57962.83,31.98,1853651.3,1853651.3,0,,1482921.04,233560.06,0.0,2500000.0,0,False,REF-22675,0.0,OFFICER-17,2024-12-13
